"Ativo","Data","roic","roe","roa","margem_liquida","margem_ebit","divida_liquida_ebitda","receita_liquida","ebit","deprec","deprec2","deprec3","deprec4","lucro_liquido","ativo_total","passivo_circulante","total_emprestimos_e_financiamentos","caixa_e_equivalentes","aplicacoes_financeiras","patrimonio_liquido","participacao_nao_controladora_acionistas","total_emprestimos_e_financiamentos_lp","capital_investido","ebitda","divida_bruta","divida_liquida"
"PATI4<XBSP>","3T2016",4.4086624941,4.2507364161,1.9091348807,2.1335948302,4.0090935115,0.96518150378,656732,26329,"-",8078,"-","-",14012,733945,222475000,110758,5149,222920000,329636,1,150520,394159,34407,261278,33209000
"PATI4<XBSP>","4T2016",4.718642317,4.4469101056,1.9621527027,2.1627004728,4.1294432315,0.85937542916,683821,28238,"-",8171,"-","-",14789,753713,253839000,126804,10544,221167000,332568,0,136196,394967,36409,263000,31289000
"PATI4<XBSP>","1T2017",4.6625780984,4.4661493176,1.8862664582,2.036428218,4.1634185856,1.7184567791,737615,30710,"-",8403,"-","-",15021,796335,261992000,122201,2793,219043000,336330,0,166849,434708,39113,289050,67214000
"PATI4<XBSP>","2T2017",4.9726985102,4.5453210362,1.9607843137,2.0611485159,4.3104975393,1.4096567517,750795,32363,"-",8686,"-","-",15475,789225,200395000,86637,7248,238682000,340460,0,217158,429537,41049,303795,57865000
"PATI4<XBSP>","3T2017",5.0098803976,4.1395903654,1.7900620993,1.8455307696,4.2596138916,1.380901185,772840,32920,"-",8936,"-","-",14263,796788,205065000,76029,6575,227490000,344551,0,215835,433687,41856,291864,57799000
"PATI4<XBSP>","4T2017",5.7260573481,4.9457432629,2.2142262629,2.1244443789,4.719062748,1.2885733406,813954,38411,"-",9407,"-","-",17292,780950,187068000,62871,11137,202881000,349634,0,212764,442735,47818,275635,61617000
"PATI4<XBSP>","1T2018",6.5944939261,6.1400422238,2.6893373224,2.5561909767,5.3329256511,1.2489423371,860147,45871,"-",9676,"-","-",21987,817562,215514000,69630,10082,202503000,358092,0,212330,459093,55547,281960,69375000
"PATI4<XBSP>","2T2018",8.4243641121,14.492950176,6.570790918,6.2134914576,6.6602348822,0.77580939893,928721,61855,"-",9834,"-","-",57706,878220,218425000,66473,31674,209996000,398166,0,230814,484598,71689,297287,55617000
"PATI4<XBSP>","3T2018",8.9927840027,15.618059961,6.9352099593,6.2467223345,6.7725367074,0.87757657854,1008721,68316,"-",9937,"-","-",63012,908581,256604000,75452,26530,199513000,403456,0,219264,501386,78253,294716,68673000
"PATI4<XBSP>","4T2018",8.7645857725,15.525207951,7.1755114715,6.0260334249,6.6068468827,1.0940550354,1066091,70435,"-",9986,"-","-",64243,895309,253953000,98056,25682,183333000,413798,0,198944,530397,80421,297000,87985000
"PATI4<XBSP>","1T2019",9.2652805846,14.806644821,6.3497003886,5.7273904627,6.1957215087,"-",1086411,67311,"-","-","-","-",62223,979936,309491000,76075,24551,242488000,420237,0,221593,479481,"-",297668,30629000
"PATI4<XBSP>","2T2019",6.8398312772,6.4108351083,2.9078961821,2.4882313383,4.8895036951,0.98852126942,1095919,53585,"-",10098,"-","-",27269,937757,253399000,67968,18641,216624000,425357,1,230249,517061,63683,298217,62952000
"PATI4<XBSP>","3T2019",6.4265407937,5.5853607525,2.5483197579,2.2335113151,4.5981126792,0.74163612921,1064154,48931,"-",10013,"-","-",23768,932693,237429000,70856,29492,234111000,425541,0,236462,502517,58944,307318,43715000
"PATI4<XBSP>","4T2019",5.6512398391,4.1806804483,1.8654002526,1.6967577411,3.9706510885,0.53462373091,1050533,41713,"-",9899,"-","-",17825,955559,224515000,72740,22473,294151000,426365,1,271477,487160,51612,344217,27593000
"PATI4<XBSP>","1T2020",13.309915463,19.752594624,9.0311411955,9.572505077,11.189164418,"-",1067077,119397,"-","-","-","-",102146,1131042,330799000,100935,45594,263529000,517126,1,250092,592055,"-",351027,41904000
"PATI4<XBSP>","2T2020",14.076047641,20.051155081,8.9407409985,10.167988318,11.887439044,0.14564561174,1036203,123178,"-",9665,"-","-",105361,1178437,354222000,130038,34182,342512000,525461,0,266004,577559,132843,396042,19348000
"PATI4<XBSP>","3T2020",16.395722238,22.796684198,10.30984955,10.532123949,12.809389723,0.19191149355,1194327,152986,"-",9714,"-","-",125788,1220076,382141000,131179,40027,313251000,551782,0,253323,615836,162700,384502,31224000
"PATI4<XBSP>","4T2020",25.595947345,30.182956075,13.324688429,12.70578832,16.429855476,-0.13172553823,1436306,235983,"-",9778,"-","-",182494,1369593,427236000,96709,34850,395726000,604626,0,301494,608490,245761,398203,-32373000
"PATI4<XBSP>","1T2021",23.141385205,25.340890877,11.628561628,9.913475411,15.293288088,"-",1754299,268290,"-","-","-","-",173912,1495559,476858000,112033,27182,338380000,686290,0,296280,765172,"-",408313,42751000
"PATI4<XBSP>","2T2021",26.070628473,32.873459496,14.709579171,11.181281134,17.288528582,0.46099932956,2280651,394291,"-",9920,"-","-",255006,1733605,482273000,133555,46631,340075000,775720,0,439492,998181,404211,573047,186341000
"PATI4<XBSP>","3T2021",26.418150421,37.711500771,16.662132363,13.050384755,18.597469832,0.54941659097,2538883,472168,"-",9998,"-","-",331334,1988545,615471000,191402,57456,327411000,878602,0,458375,1179609,482166,649777,264910000
"PATI4<XBSP>","4T2021",25.489154653,34.335770661,14.72579514,10.994141789,15.584616116,0.34954590706,2668221,415832,"-",10072,"-","-",293348,1992069,529179000,218069,65247,538983000,854351,0,535034,1076729,425904,753103,148873000
"PATI4<XBSP>","1T2022",19.613916236,23.52448783,9.5473031793,7.2957940622,11.236078942,"-",2711809,304701,"-","-","-","-",197848,2072292,676581000,249130,70643,548892000,841030,0,482644,1025306,"-",731774,112239000
"PATI4<XBSP>","2T2022",13.562920729,17.758267269,7.8571662725,6.1276577613,8.6854225497,0.54372381903,2581590,224222,"-",10204,"-","-",158191,2013334,580148000,263564,49881,555758000,890802,0,469538,1091111,234426,733102,127463000
"PATI4<XBSP>","3T2022",8.4904199839,8.2257931603,3.630749414,3.0091583079,5.3024130745,0.15759352513,2487905,131919,"-",10663,"-","-",74865,2061971,634031000,254668,25047,632093000,910125,0,424942,1025468,142582,679610,22470000
"PATI4<XBSP>","4T2022",6.8648368522,6.6271762658,2.9318647951,2.3890967993,4.4254465213,0.18597963376,2331132,103163,"-",11242,"-","-",55693,1899576,557280000,248255,13098,585622000,840373,0,371742,991831,114405,619997,21277000
"PATI4<XBSP>","1T2023",7.7464900463,8.7290506099,3.995351069,3.3768059952,4.9168111585,-0.50763255352,2184668,107416,"-",14365,"-","-",73772,1846446,544091000,241616,8522,620266000,845132,0,325352,915183,121781,566968,-61820000
"PATI4<XBSP>","2T2023",4.37641753,2.8939112089,1.396661277,1.2173009854,2.9270241217,-1.1799702807,2010267,58841,"-",12493,"-","-",24471,1752107,497811000,214627,32010,549542000,845603,0,282753,887371,71334,497380,-84172000.001
"PATI4<XBSP>","3T2023",3.2505218703,0.61749344017,0.30591018238,0.2758083053,2.2666773708,-1.8400366452,1893344,42916,"-",12753,"-","-",5222,1707037,471146000,190924,13574,541856000,845677,0,262073,871385,55669,452997,-102433000
"PATI4<XBSP>","4T2023",4.3492785792,1.5963091448,0.85749963893,0.71400216893,2.9652534553,-0.39878956764,1879266,55725,"-",13176,"-","-",13418,1564782,457759000,172269,9445,424224000,840564,0,233923,845623,68901,406192,-27477000
"PATI4<XBSP>","1T2024",4.618280266,2.7514431136,1.4749711736,1.2790422806,3.5534627935,0.59207855476,1840205,65391,"-",13433,"-","-",23537,1595760,471230000,167611,5135,352501000,855442,0,236695,934505,78824,404306,46670000
"PATI4<XBSP>","2T2024",5.7373185828,4.2704609963,2.2798578988,1.9787808105,4.1673128133,0.0160705931,1876509,78200,"-",13707,"-","-",37132,1628698,503576000,166375,12251,379662000,869508,0,227015,899584,91907,393390,1477000
"PATI4<XBSP>","3T2024",8.7903030441,8.6417944156,4.4084662424,3.9078733869,5.8558318442,-0.42145030002,2007281,117543,"-",14278,"-","-",78442,1779349,521930000,169711,10695,533890000,907705,0,319318,882545,131821,489029,-55556000
"PATI4<XBSP>","4T2024",10.48277696,11.006911579,5.2341710208,4.0127978765,6.0866226641,0.15868943678,2109725,128411,"-",14642,"-","-",84659,1617429,528091000,179430,25071,435216000,769144,0,303558,808481,143053,482988,22701000
"PETR4<XBSP>","4T1986",18.260211443,21.901117181,12.2090109,14.067842527,24.483263556,0.77596230799,0.073002029455,0.017873279273,0.0037559610909,"-","-","-",0.010295966909,0.084116646545,25.859346909,0.01092242909,"-","-",0.044903917091,0.0019878029091,0.010439308727,0.064601466182,0.021629240364,0.021361737818,16.783475273
"PETR4<XBSP>","1T1987","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"PETR4<XBSP>","2T1987","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"PETR4<XBSP>","3T1987","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"PETR4<XBSP>","4T1987",13.114270839,1.4891127777,0.7673814839,1.3970727475,27.041115537,1.2610837384,0.22311133345,0.060331793455,0.01161596109,"-","-","-",0.0024460549091,0.40619010255,146.71937927,0.063982822909,"-","-",0.20073002691,0.0085910992727,0.046571927636,0.30363093891,0.071947754545,0.11055475054,90.732143273
"PETR4<XBSP>","1T1988","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"PETR4<XBSP>","2T1988","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"PETR4<XBSP>","3T1988","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"PETR4<XBSP>","4T1988",4.942434146,3.8721701963,2.0720767164,2.1874744252,5.6018558672,1.5622328092,3.5679669091,0.19987236364,0.17634836364,"-","-","-",0.072987272727,3.7666734545,1357.7905455,0.45281745455,"-","-",1.9405989091,0.075024363636,0.32758290909,2.6690443636,0.37622072727,0.78040036364,587.74436364
"PETR4<XBSP>","1T1989","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"PETR4<XBSP>","2T1989","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"PETR4<XBSP>","3T1989","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"PETR4<XBSP>","4T1989",1.1925192872,1.7072997527,0.95325549871,1.2358906489,1.8065779998,2.9324208424,51.179049818,0.92458945454,3.4161894545,"-","-","-",0.52825381818,66.353364,22985.578182,10.393825818,"-","-",34.366977454,2.680828,4.9253574545,51.171418909,4.3407789091,15.319183272,12728.990545
"PETR4<XBSP>","1T1990","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"PETR4<XBSP>","2T1990","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"PETR4<XBSP>","3T1990","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"PETR4<XBSP>","4T1990",11.331551172,8.5511223936,4.1807409284,4.9542054415,14.392505979,1.2602117536,660.02569891,94.994238182,34.394348,"-","-","-",31.582731273,782.13478545,333941.22655,146.39734036,"-","-",358.16382691,24.230759273,57.961831636,553.28874436,129.38858618,204.359172,163057.01709
"PETR4<XBSP>","1T1991","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"PETR4<XBSP>","2T1991","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"PETR4<XBSP>","3T1991","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"PETR4<XBSP>","4T1991",0.63281343719,-2.0362131535,-1.312899079,-2.4801422853,1.5612410698,3.386092206,3713.9218182,57.983272727,367.15963636,"-","-","-",-91.556727273,7015.8130909,1890377.0909,1052.1509091,"-","-",4510.4589091,13.161090909,517.57745455,6047.4316364,425.14290909,1569.7283636,1439573.0909
"PETR4<XBSP>","1T1992","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"PETR4<XBSP>","2T1992","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"PETR4<XBSP>","3T1992","-","-","-","-","-","-","-","-","-","-","-","-","-",47044.542378,14100611.086,7363.4912004,"-","-",28628.070708,77.093706909,2869.1419127,38916.227313,"-",10232.633113,8841437.9342
"PETR4<XBSP>","4T1992",2.6626428938,2.1338505008,1.3123702147,1.8683116069,4.7608833346,2.2238577419,64027.201454,3048.2603636,4683.2829091,"-","-","-",1200.6832727,91150.166546,27175199.273,13151.341454,"-","-",55909.350182,150.23018182,5610.3643636,75558.455273,7731.5432727,18761.705818,17193852.364
"PETR4<XBSP>","1T1993","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"PETR4<XBSP>","2T1993","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"PETR4<XBSP>","3T1993","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"PETR4<XBSP>","4T1993",4.8542322934,5.5923802376,3.4243533565,4.7434268811,8.3615753042,1.497510615,1782217.4545,149021.45455,118952.72727,"-","-","-",81464.363636,2468734.1818,622509818.18,338332.72727,"-","-",1491096.7273,20570.545455,221365.81818,2026152.7273,267974.18182,559698.54545,401294181.82
"PETR4<XBSP>","1T1994","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"PETR4<XBSP>","2T1994","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"PETR4<XBSP>","3T1994","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"PETR4<XBSP>","4T1994",0.96920995944,7.6977577735,5.0578442979,8.4855947529,2.0093282846,1.6685246372,14680727,294984,1216163,"-","-","-",1211668,24629999,5596591000,2382878,"-","-",15950712,232533,1467357,20087437,1511147,3850235,2521386000
"PETR4<XBSP>","1T1995","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"PETR4<XBSP>","2T1995","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"PETR4<XBSP>","3T1995","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"PETR4<XBSP>","4T1995",1.1750553808,3.3535197185,2.1749972897,4.2236807618,3.0137665889,2.6874364195,15936337,480284,1392343,"-","-","-",621404,30947165,7341617000,3943666,"-","-",19750415,321034,1661731,26976383,1872627,5605397,5032566000
"PETR4<XBSP>","1T1996","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"PETR4<XBSP>","2T1996","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"PETR4<XBSP>","3T1996","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"PETR4<XBSP>","4T1996",1.7069687756,3.4802442312,2.0171392384,3.8935756717,4.241708633,3.3410416436,18166335,770563,1534352,"-","-","-",668609,35065502,9795889000,5862994,"-","-",19975136,348725,3176588,29793842,2304915,9039582,7700817000
"PETR4<XBSP>","1T1997","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"PETR4<XBSP>","2T1997","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"PETR4<XBSP>","3T1997","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"PETR4<XBSP>","4T1997",2.2668894736,7.2665054671,4.0778105786,8.0082282137,5.8739909427,3.5036980841,19453554,1142700,1616161,"-","-","-",1510983,38203957,10999824000,7294686,"-","-",21055416,383844,3600884,33269465,2758861,10895570,9666216000
"PETR4<XBSP>","1T1998","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"PETR4<XBSP>","2T1998","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"PETR4<XBSP>","3T1998","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"PETR4<XBSP>","4T1998",0.98305658104,6.6006553028,3.6497171326,8.1241307222,2.882226195,4.5884344467,18014235,519211,1879187,"-","-","-",1388629,40098998,10688416000,6430351,"-","-",21734616,437425,5556925,34858549,2398398,11987276,11004892000
"PETR4<XBSP>","1T1999","-","-","-","-","-","-","-","-","-","-","-","-","-",44125962,13544617000,7447564,"-","-",20157338,439289,7761575,37742955,"-",15209139,14923185000
"PETR4<XBSP>","2T1999","-","-","-","-","-","-","-","-","-","-","-","-","-",45214963,13935135000,8643180,"-","-",20681406,443563,7971913,38944612,"-",16615093,15636697000
"PETR4<XBSP>","3T1999","-","-","-","-","-","-","-","-","-","-","-","-","-",55392602,17625482000,10737686,"-","-",16202088,410861,8941780,43953588,"-",19679466,15128248000
"PETR4<XBSP>","4T1999",4.050377814,9.4740094213,3.0095382662,5.7615762965,9.0562237793,2.17075119,29592301,2679945,3607080,"-","-","-",1756652,56652644,18077449000,10487604,"-","-",17564122,432303,8553658,43669104,6287025,19041262,13647567000
"PETR4<XBSP>","1T2000",12.938356605,27.419013182,9.528895678,15.723499687,24.323575242,"-",35423526,8616268,"-","-","-","-",5610171,58451873,18466618000,10693938,"-","-",19876722,436985,7824662,43952544,"-",18518600,11791951000
"PETR4<XBSP>","2T2000",16.540250765,32.407414043,12.136429189,17.789009446,27.829569188,"-",40927529,11389955,"-","-","-","-",7346332,59989655,17025041000,9962183,"-","-",22095057,370796,8573976,45448950,"-",18536159,11058312000
"PETR4<XBSP>","3T2000",20.824149045,36.816029787,14.429277758,20.168783579,31.312965195,"-",44972266,14082150,"-","-","-","-",9168258,62860797,17095075000,8637736,"-","-",24278990,357993,8691463,44631927,"-",17329199,7557668000
"PETR4<XBSP>","4T2000",21.271014115,38.720613817,14.58223946,19.61948233,28.180082356,0.33741406026,49782445,14028734,3418811,"-","-","-",9942392,66979136,20141740000,8082574,"-","-",24945639,278801,9195891,43528552,17447545,17278465,5887047000
"PETR4<XBSP>","1T2001",19.955751071,34.905854192,13.769318585,18.154437643,25.238486664,"-",52727896,13307723,"-","-","-","-",9903518,69520165,19431414000,7051282,"-","-",27290870,132762,10019425,44012862,"-",17070707,3943536000
"PETR4<XBSP>","2T2001",20.416853949,35.520912961,14.640622157,18.741745736,24.058297338,"-",55756028,13413951,"-","-","-","-",10831253,71374378,24113494000,7342612,"-","-",29428311,-9999,10770750,43362252,"-",18113362,6872118000
"PETR4<XBSP>","3T2001",17.773328479,31.405682918,12.507142372,16.386792718,20.601393716,"-",58902112,12134656,"-","-","-","-",10278618,77173240,24624489000,6087658,"-","-",31019508,-285685,13834377,45061188,"-",19922035,6346814000
"PETR4<XBSP>","4T2001",20.570922056,33.160594773,12.798995074,16.726271171,22.39274958,0.10579797021,57511593,12878427,3449977,"-","-","-",9867038,75158596,21864158000,5132491,"-","-",28966503,42461,13702646,41319304,16328404,18835137,1727512000
"PETR4<XBSP>","1T2002",17.373561452,28.087685294,11.240429136,15.318206051,20.80940035,"-",55250112,11497217,"-","-","-","-",8457148,75293620,20448424000,3865624,"-","-",29979195,152608,14696117,43676498,"-",18561741,3527419000
"PETR4<XBSP>","2T2002",13.909227358,22.450580183,8.8227855676,12.588834664,19.036906631,"-",56337383,10724895,"-","-","-","-",7352876,80385270,21167747000,3962096,"-","-",31773500,-183136,17700606,50890179,"-",21662702,9373262000
"PETR4<XBSP>","3T2002",11.641038489,22.541843402,7.651236343,11.737060112,16.913609071,"-",61797136,10452126,"-","-","-","-",8092306,94797320,27784870000,6397927,"-","-",33178761,-1002302,24070115,59259345,"-",30468042,16317010000
"PETR4<XBSP>","4T2002",11.394445044,22.085651811,7.6570077331,10.765576664,15.516780312,1.2185966166,69176155,10733912,4797838,"-","-","-",8097791,97260082,29227020000,6015764,"-","-",34324906,-605222,24786003,62173997,15531750,30801767,18926938000
"PETR4<XBSP>","1T2003",17.732367972,29.121362135,11.272761941,14.832029425,22.124803802,"-",82437296,18239090,"-","-","-","-",12777089,108466089,31590705000,6222081,"-","-",42893789,-907003,24809984,67886023,"-",31032065,15820623000
"PETR4<XBSP>","2T2003",18.858957706,31.231200228,12.665874719,16.689734216,25.848077045,"-",90029792,23270970,"-","-","-","-",14568384,118631625,28861845000,7992475,"-","-",46662466,1448823,28707026,81440557,"-",36699501,20377803000
"PETR4<XBSP>","3T2003",22.32561606,37.642561937,14.728887988,20.42732259,30.077158886,"-",92633530,27861534,"-","-","-","-",17603256,128472360,33245081000,8120967,"-","-",48726770,1542258,31839658,82365532,"-",39960625,18977911000
"PETR4<XBSP>","4T2003",23.009044788,36.635001611,13.710915211,19.509558024,30.046042569,0.51095710705,95742702,28766893,5082142,"-","-","-",17794669,136234363,36897864000,8132071,"-","-",49367329,1619370,34115878,82516026,33849035,42247949,17295405000
"PETR4<XBSP>","1T2004",19.741573011,30.831874812,12.385038427,18.026163466,28.507089628,"-",94454458,26926217,"-","-","-","-",16221809,137476481,32721654000,6294602,"-","-",53360154,1863588,34746077,90019692,"-",41040679,20010942000
"PETR4<XBSP>","2T2004",17.289080553,27.683258634,11.535914222,16.632975475,26.027762339,"-",98286827.653,25581861.912,"-","-","-","-",16229646.939,141714160,31775250000,6704616,"-","-",57195665,1858163,35090013,97657182,"-",41794629,22808285000
"PETR4<XBSP>","3T2004",17.72281649,27.292397754,11.593916253,16.220150797,25.982801334,"-",103461830.82,26882281.96,"-","-","-","-",16315878.978,144745439,32907841000,5963976,"-","-",59473335,2015088,34149065,100109969,"-",40113041,22421436000
"PETR4<XBSP>","4T2004",19.801770288,28.957485803,12.70945906,17.270898857,27.625631624,0.5065077456,108201479,29891342,6185437,"-","-","-",17860754,147035117,33957991000,5495201,"-","-",62271562,2262245,31721395,99628899,36076779,37216596,18273168000
"PETR4<XBSP>","1T2005",16.916628417,27.632868691,11.757809867,17.201722835,27.898263769,"-",113906515.16,31777940.051,"-","-","-","-",18910112.029,166645687,35702099000,10615680,"-","-",67177757,3730129,42307051,123981209,"-",52922731,35344672000
"PETR4<XBSP>","2T2005",18.394266508,29.060594738,13.347810603,18.414005221,29.010175581,"-",120022438,34818720,"-","-","-","-",20005093,165577252,32450822000,9000690,"-","-",70100458,5950766,38241249,124932164,"-",47241939,30046983000
"PETR4<XBSP>","3T2005",19.914308776,27.117389705,12.860410548,17.480500589,29.60305009,"-",126658827,37494876,"-","-","-","-",20148189,172160888,35076078000,8390970,"-","-",75752382,5894846,36042458,124265514,"-",44433428,23223162000
"PETR4<XBSP>","4T2005",20.646375776,29.127183025,13.484904417,18.116197701,29.112189373,0.42607140839,136605078,39768729,8126313,8126313,"-","-",23724723,183521108,42360150000,10502998,"-","-",78785236,6178854,34439489,127128177,47895042,44942487,20406708000
"PETR4<XBSP>","1T2006",21.386929886,29.250484801,14.471556408,18.751032436,29.637780478,"-",143574233,42552216,"-","-","-","-",25378406,186031483,41477246000,10844737,"-","-",86187431,5850876,30680427,131316008,"-",41525164,17442198000
"PETR4<XBSP>","2T2006",21.002357476,28.039092873,14.72218631,18.928578466,30.042677543,"-",148183320,44518237,"-","-","-","-",27408105,190521947,38631706000,11670314,"-","-",93163517,6871802,29036316,139898754,"-",40706630,17044829000
"PETR4<XBSP>","3T2006",20.350212654,28.674837074,14.730226622,18.961007331,28.349202255,"-",155835729,44178186,"-","-","-","-",28860938,200594497,43405739000,11308328,"-","-",95869803,7175330,30101328,143279106,"-",41409656,16191676000
"PETR4<XBSP>","4T2006",18.8239298,26.200608237,13.067572667,17.386519423,26.508726661,0.31335240105,158238819,41947096,9866836,9866836,"-","-",25918920,210538129,48157423000,12522276,"-","-",97530648,7475399,31542849,147073877,51813932,44065125,16236020000
"PETR4<XBSP>","1T2007",15.976085615,22.796285419,12.015149861,15.466921715,23.550881996,0.42873646078,161247341,37975171,"-",10175602,"-","-",23374648,207571277,40540572000,11365644,"-","-",101747457,7656332,30792633,156882064,48150773,42158277,20643992000
"PETR4<XBSP>","2T2007",15.1171591,21.783568557,11.743742089,15.000819065,22.569220609,0.41859905218,165096605,37261017,"-",10484416,"-","-",23215541,210885447,40607951000,10254308,"-","-",107278909,6411568,27585827,162677862,47745433,37840135,19986193000
"PETR4<XBSP>","3T2007",13.922927574,19.956524881,10.804721745,14.113268929,21.701438853,0.49008801042,166201800,36068182,"-",10662194,"-","-",21659113,217094966,41920999000,10019432,"-","-",110820877,6717157,27098991,170976973,46730376,37118423,22901997000
"PETR4<XBSP>","4T2007",13.385766628,19.3530057,10.057015203,13.632855638,21.295128658,0.53560657852,170577725,36324746,10793738,10793738,"-","-",21511789,231227800,47555011000,8501230,"-","-",113854127,6306097,29806589,179103170,47118484,38307819,25236970000
"PETR4<XBSP>","1T2008",13.525641561,20.16177028,10.680825079,14.347312033,22.169203164,0.60043661815,178575408,39588745,"-",10914424,"-","-",24306132,239876328,42337560000,7198900,"-","-",120835524,6240475,34684662,193178058,50503169,41883562,30323952000
"PETR4<XBSP>","2T2008",14.086946085,20.398770933,11.108694643,14.52912437,22.641419289,0.54795647828,191347395,43323766,"-",10889629,"-","-",26289106,250264337,44539252000,8301180,"-","-",129707917,6580201,32451649,202980017,54213395,40752829,29706581000
"PETR4<XBSP>","3T2008",15.103349217,21.558811483,11.626500115,14.751273288,23.529445302,0.58845238657,214338338,50432622,"-",11199836,"-","-",31612808,271944555,52347785000,11564456,"-","-",140448769,6208824,35479442,220385095,61632458,47043898,36267767000
"PETR4<XBSP>","4T2008",14.219106466,21.910831949,10.575673837,14.363381033,22.733282268,0.77389919091,215118536,48903504,"-",12390412,"-","-",32987792,292163842,62557161000,13274467,"-","-",138365282,2653074,50049441,226992552,61293916,63323908,47435312000
"PETR4<XBSP>","1T2009",13.20502358,20.478140416,9.8819118144,14.269451072,22.428863181,0.81947948567,210821978,47284973,"-",13060224,"-","-",31878502,304426305,63584421000,15025402,"-","-",144406833,2496833,53958613,236334922,60345197,68984015,49451651000
"PETR4<XBSP>","2T2009",11.880923483,19.696299437,9.9197191521,15.076182495,22.592069313,0.97269693885,200856311,45377597,"-",14051600,"-","-",30829672,305265336,55737372000,12622364,"-","-",149847967,3893928,55256396,252078166,59429197,67878760,57806598000
"PETR4<XBSP>","3T2009",10.348448152,17.885717957,8.5744395878,15.788543224,22.628010132,1.0656246703,181274362,41018781,"-",14697598,"-","-",27280356,333789523,52317192000,10224218,"-","-",155391698,4627492,79236816,261608263,55716379,89461034,59372748000
"PETR4<XBSP>","4T2009",10.986565703,19.701460873,9.1821227708,17.368546932,24.93339105,1.1735853712,182710057,45555813,"-",14767185,"-","-",28981708,345607250,58029637000,14887211,"-","-",159464599,1610167,84702691,273669110,60322998,99589902,70794188000
"PETR4<XBSP>","1T2010",10.362688737,19.264990121,9.1183782874,17.516239665,24.659491167,1.3029959843,190526555,46982879,"-",14829795,"-","-",30892210,365998064,60148102000,20335481,"-","-",170299082,2932712,87157511,299234117,61812674,107492992,80541666000
